"CaseID","Age","Sex","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","BFI45","BFI46","BFI47","BFI48","BFI49","BFI50","BFI51","BFI52","BFI53","BFI54","BFI55","BFI56","BFI57","BFI58","BFI59","BFI60"
"Survey1Emerging000099",23,1,3,5,4,5,2,2,5,2,4,5,3,2,5,2,4,5,1,4,4,4,2,1,2,5,2,4,5,2,4,2,5,5,4,2,4,2,2,5,2,4,3,2,5,4,4,4,1,2,4,2,4,4,5,2,2,4,5,2,2,4
"Survey1Emerging000100",25,1,5,5,1,5,2,5,5,1,5,5,2,3,5,4,5,1,2,5,4,5,5,1,1,4,3,1,5,1,5,4,4,5,4,4,5,1,1,5,4,5,5,5,5,5,1,5,1,1,5,3,1,5,5,1,2,2,5,1,2,5
"Survey1Emerging000101",19,1,5,5,2,5,5,4,5,4,5,4,4,3,5,5,5,4,3,5,4,5,5,3,2,5,5,4,4,3,2,2,3,5,5,4,5,2,4,5,5,5,4,5,4,3,2,5,3,2,1,4,2,5,5,4,2,5,3,4,4,5
"Survey1Emerging000102",23,1,4,5,3,1,4,3,1,1,4,5,2,1,5,2,3,1,4,5,3,3,4,1,3,4,3,1,3,2,3,3,1,5,5,4,1,3,1,5,3,1,5,3,5,5,3,5,1,1,5,1,2,5,5,2,3,4,3,1,5,5
"Survey1Emerging000103",21,1,2,4,2,2,4,3,4,4,4,5,3,4,3,5,4,5,4,5,4,4,4,4,4,3,5,4,5,4,2,4,5,4,5,5,4,4,3,4,4,5,3,5,4,4,3,2,3,1,1,3,4,4,5,5,3,4,4,4,5,4
"Survey1Emerging000104",23,1,4,4,1,3,3,5,4,4,2,3,2,4,4,4,3,2,2,5,4,4,5,3,4,2,3,3,1,4,2,2,4,3,5,4,4,2,4,4,4,4,2,4,4,2,2,4,4,2,2,3,2,3,4,4,2,4,2,4,4,3
"Survey1Emerging000105",23,1,5,4,1,1,1,5,4,2,2,5,2,1,4,5,4,2,5,5,5,5,4,2,5,3,1,1,3,1,2,1,3,4,5,5,5,1,4,4,4,5,3,4,4,4,1,5,1,1,1,1,2,4,5,4,1,4,2,4,5,4
"Survey1Emerging000106",25,1,5,5,5,5,3,4,5,1,5,5,1,1,5,4,5,3,5,5,3,5,5,3,1,5,3,1,3,1,3,1,3,5,5,5,5,2,3,5,3,5,5,3,5,3,1,5,1,1,2,3,1,5,5,3,1,5,5,1,4,5
"Survey1Emerging000107",19,1,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,2,3,3,4,3,3,3,2,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4,3,2,2,3,2,2,3,4,4,4,3,3,4,2,2,3
"Survey1Emerging000108",24,1,5,5,4,5,2,4,5,4,5,5,1,4,4,4,4,4,1,5,4,4,4,1,1,5,2,4,5,4,4,2,5,5,5,5,5,2,1,5,5,5,5,4,5,5,1,3,2,2,1,2,5,5,5,4,4,4,5,4,4,5
"Survey1Emerging000109",24,1,3,4,4,4,4,3,4,1,4,4,4,1,4,2,4,3,4,4,2,3,4,1,1,4,2,3,4,2,4,4,3,4,4,2,3,2,1,4,1,2,4,1,4,4,2,5,2,2,3,2,2,4,4,2,2,4,5,1,2,4
"Survey1Emerging000110",24,1,4,5,2,4,4,2,5,2,5,5,4,2,4,4,5,4,1,5,2,2,4,1,2,4,1,2,5,1,2,1,2,5,4,4,4,4,1,4,4,5,4,4,4,4,2,5,1,1,4,4,2,5,4,4,2,4,5,1,4,4
"Survey1Emerging000111",23,1,3,4,2,3,2,3,4,2,4,4,3,3,4,2,4,3,2,4,4,4,3,3,2,3,3,3,2,2,3,2,3,4,4,5,4,3,2,4,4,4,3,4,4,4,2,3,2,2,3,3,2,4,3,4,3,4,2,2,3,4
"Survey1Emerging000112",19,1,4,4,3,4,4,4,4,4,4,4,4,3,4,5,4,4,1,4,4,2,2,3,2,4,3,4,4,2,2,4,4,5,5,4,4,4,2,4,4,4,2,4,5,3,4,4,1,1,1,5,4,4,4,4,4,4,5,2,4,2
"Survey1Emerging000113",20,1,3,5,2,4,1,2,5,4,4,5,2,3,4,4,3,5,1,5,4,5,3,2,2,4,1,4,5,2,3,1,5,4,4,5,4,3,2,4,4,4,4,4,5,4,1,3,3,1,2,2,3,4,4,3,2,4,4,2,2,3
"Survey1Emerging000114",18,1,2,3,1,3,1,3,5,3,4,4,4,3,4,2,3,4,2,4,3,5,2,1,2,2,2,4,4,2,4,2,5,3,4,4,4,3,3,4,2,4,3,4,4,4,2,2,2,1,3,3,2,4,4,2,1,3,2,4,2,4
"Survey1Emerging000115",25,1,2,5,2,2,2,2,4,4,2,5,4,2,4,4,4,4,5,5,4,5,4,1,2,2,2,4,4,4,2,2,5,4,5,5,5,4,4,2,5,5,2,4,4,4,2,4,4,2,1,2,4,5,4,5,2,4,2,4,4,5
"Survey1Emerging000116",20,-1,4,5,3,1,4,2,5,5,3,3,3,4,4,5,3,1,1,4,4,3,2,4,5,1,4,5,3,3,2,4,4,5,3,5,2,4,4,4,5,3,4,4,5,2,1,5,1,4,3,1,3,5,3,5,3,3,3,5,4,3
"Survey1Emerging000117",22,1,5,4,4,2,4,3,5,4,2,4,1,3,4,4,3,3,1,4,4,3,2,1,4,2,4,2,4,5,4,2,3,4,3,5,3,3,4,3,2,3,4,4,3,2,1,4,1,4,1,4,5,4,3,4,3,5,2,5,4,3
"Survey1Emerging000118",21,1,4,5,4,5,2,5,5,1,4,4,1,2,5,5,5,1,1,2,4,4,5,4,4,5,1,1,5,4,4,4,3,5,1,1,4,1,1,5,2,4,5,4,4,4,1,5,2,4,5,1,4,5,5,2,3,5,2,4,2,1
"Survey1Emerging000119",25,1,4,5,1,5,1,5,5,2,4,5,1,4,5,5,4,4,1,4,4,5,4,1,2,4,1,4,5,4,3,2,4,5,5,5,5,1,4,5,4,5,2,5,5,2,2,3,4,1,5,1,2,5,5,5,1,4,4,4,5,4
"Survey1Emerging000120",24,1,5,5,1,3,1,4,5,1,4,5,1,2,5,2,4,2,1,5,3,5,4,2,1,5,1,2,4,1,5,1,2,5,5,2,5,3,1,5,1,4,4,2,5,4,1,5,1,1,3,1,2,5,5,1,1,5,5,1,2,4
"Survey1Emerging000121",24,1,4,5,1,3,2,4,5,1,4,5,1,4,5,4,5,2,2,5,4,4,4,2,1,4,1,2,4,1,2,2,4,5,5,4,4,2,4,5,3,5,4,4,5,4,1,4,1,1,2,2,1,5,5,2,2,4,2,1,4,5
"Survey1Emerging000122",25,1,3,2,3,3,3,2,2,3,2,3,2,2,2,2,3,2,2,2,2,3,2,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,3,1,1,3,3,3,2,2,2,2,2,2,2,3,3,2,2,3,1
"Survey1Emerging000123",23,1,4,4,3,3,1,4,4,2,4,4,2,2,4,2,4,4,1,4,4,3,3,4,4,4,4,3,5,4,4,4,4,4,4,5,1,3,2,4,2,5,3,4,4,4,2,4,3,2,2,5,4,5,5,2,4,4,4,4,4,2
"Survey1Emerging000124",24,1,5,5,1,4,1,3,5,1,5,5,1,1,5,1,5,3,1,4,1,5,3,2,1,5,1,2,5,1,4,1,3,5,5,2,5,3,2,5,1,4,5,1,5,3,2,4,1,1,2,1,3,5,5,1,2,5,5,1,1,5
"Survey1Emerging000125",22,1,5,5,5,1,3,5,5,1,4,4,2,2,5,5,1,3,5,5,4,5,5,2,1,3,3,4,5,3,1,4,4,5,5,5,5,4,1,5,5,5,5,5,5,2,5,2,2,1,1,1,3,5,5,5,2,5,5,2,5,4
"Survey1Emerging000126",22,1,2,5,2,2,1,2,5,3,2,2,2,2,4,4,2,4,4,4,2,3,1,2,3,2,2,2,5,2,4,2,5,3,4,4,3,2,3,5,2,1,3,2,4,4,1,3,1,2,3,1,4,4,4,1,3,3,5,3,5,2
"Survey1Emerging000127",23,1,2,5,4,5,3,1,4,2,4,4,4,2,5,3,4,5,5,5,3,4,1,1,4,2,3,5,5,3,3,1,5,5,4,4,4,4,2,4,3,5,3,3,5,4,1,2,2,2,1,4,5,5,5,3,2,2,3,2,4,4
"Survey1Emerging000128",19,1,3,4,2,1,2,2,5,4,5,4,1,1,4,4,4,4,1,4,4,5,2,2,2,3,2,4,5,3,2,1,5,5,4,4,5,3,3,4,5,4,3,3,5,3,1,3,1,2,2,1,4,5,3,4,1,3,4,2,5,3
"Survey1Emerging000129",25,1,3,5,1,1,2,3,5,4,2,5,2,4,4,5,5,3,1,4,4,4,2,3,3,4,2,4,4,4,2,1,5,4,2,5,3,3,4,4,4,5,3,4,4,2,5,4,3,2,2,4,2,5,5,3,3,4,4,2,4,5
"Survey1Emerging000130",25,1,2,5,4,2,4,1,5,4,5,5,1,1,4,4,4,5,5,4,2,5,1,2,4,4,5,5,4,1,4,1,5,5,4,4,5,4,4,4,2,2,2,4,4,2,1,4,1,4,4,1,4,5,4,1,1,4,5,1,2,2
"Survey1Emerging000131",23,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,3,5,5,3,5,1,3,5,5,5,5,3,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Survey1Emerging000132",25,1,4,4,4,4,3,3,4,3,2,4,2,4,3,4,4,2,4,4,4,2,2,2,4,4,4,3,5,3,3,2,3,4,4,4,4,4,2,3,4,4,4,4,3,5,3,4,2,2,2,2,4,4,4,4,2,3,4,2,2,2
"Survey1Emerging000133",22,1,4,5,2,5,3,3,5,4,4,5,4,3,5,5,4,4,5,5,5,3,4,2,3,4,2,2,5,3,2,4,5,4,5,5,2,3,3,4,4,4,4,5,5,2,4,3,5,2,2,4,4,5,4,3,3,5,5,2,5,4
"Survey1Emerging000134",23,1,4,4,2,2,2,2,4,3,2,4,2,4,4,4,4,4,2,4,4,3,2,3,2,3,3,2,4,3,3,2,4,2,2,4,4,2,4,4,4,3,2,4,3,2,2,3,3,2,4,2,4,4,4,4,3,3,3,4,5,3
"Survey1Emerging000135",18,1,4,4,2,3,1,3,4,4,2,5,3,5,4,4,5,3,3,3,4,5,4,4,4,3,1,4,4,4,3,1,4,3,4,4,5,3,4,4,4,5,4,3,4,4,1,5,4,2,3,2,3,4,3,4,1,3,4,4,4,3
"Survey1Emerging000136",22,1,3,4,1,2,3,3,5,4,1,3,1,3,3,4,3,4,1,5,4,5,2,3,4,1,4,3,5,3,1,3,5,3,4,5,4,3,1,2,5,5,3,4,3,2,2,4,1,2,1,2,3,5,2,4,3,5,5,4,5,2
"Survey1Emerging000137",23,1,4,5,2,4,4,4,5,1,5,4,2,4,5,3,4,5,1,5,4,5,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,2,4,5,1,4,4,4,5,5,2,4,1,1,4,1,4,5,5,1,1,5,4,1,4,3
"Survey1Emerging000138",24,1,1,5,5,1,4,1,5,3,2,5,1,5,5,5,1,4,1,3,3,4,1,2,5,4,4,5,4,4,3,3,5,5,1,4,3,2,3,4,4,4,4,4,5,2,1,4,1,2,2,1,5,5,2,4,2,4,3,2,4,1
"Survey1Emerging000139",24,1,4,5,1,4,2,4,5,1,4,5,2,2,4,4,4,5,4,5,4,5,2,2,2,2,1,3,4,2,2,4,5,5,5,4,5,4,2,5,4,4,4,5,5,2,2,4,1,2,2,2,2,5,5,4,2,4,2,1,4,4
"Survey1Emerging000140",25,1,4,4,2,3,4,4,5,4,4,3,4,3,4,3,3,4,2,5,4,4,4,3,4,4,4,4,4,4,3,4,4,3,5,4,4,3,3,5,3,4,3,4,5,5,3,5,4,1,3,3,2,5,5,3,4,4,4,3,4,4
"Survey1Emerging000141",18,1,5,3,4,4,4,4,5,2,3,5,1,2,3,4,3,2,1,3,1,4,3,3,4,2,2,4,4,2,2,2,2,4,2,4,4,2,2,3,2,3,4,2,3,3,1,4,2,3,3,1,2,3,3,2,3,3,4,5,2,4
"Survey1Emerging000142",24,1,2,4,2,3,2,4,4,2,4,4,2,5,4,4,3,4,4,4,5,3,4,3,2,4,2,2,4,3,3,3,4,2,3,3,4,2,3,4,2,4,3,5,4,3,2,2,3,2,2,3,2,4,3,2,3,3,3,2,4,4
"Survey1Emerging000143",23,1,3,4,4,3,3,4,4,2,3,4,4,3,2,3,3,4,2,3,4,4,3,3,2,2,2,2,3,2,4,4,4,4,3,4,4,3,3,4,3,4,3,4,5,4,3,3,3,2,2,5,2,4,4,3,2,3,4,3,2,2
"Survey1Emerging000144",20,1,4,4,2,2,2,4,4,4,3,5,2,4,4,4,4,4,4,4,4,4,3,3,4,2,4,3,4,4,1,2,5,4,4,4,4,2,4,4,3,5,4,4,4,2,3,5,4,2,2,5,3,4,2,3,4,4,3,4,4,4
"Survey1Emerging000145",25,1,4,5,4,4,4,2,5,2,5,4,1,2,4,4,2,5,5,2,3,5,2,2,4,5,2,2,5,4,4,4,5,4,1,3,2,1,4,4,2,2,5,4,5,4,4,5,1,4,1,5,4,4,4,2,5,5,5,3,4,2
"Survey1Emerging000146",22,1,4,5,5,4,4,5,5,3,4,4,1,3,5,4,4,4,5,5,3,5,1,1,5,5,2,4,5,2,5,1,5,5,5,4,5,2,4,5,3,5,3,4,5,4,1,4,1,1,4,2,5,5,3,3,1,5,5,1,3,4
"Survey1Emerging000147",24,1,4,5,4,1,3,4,4,3,1,5,2,3,3,4,4,2,1,4,4,4,3,3,5,3,1,3,1,1,2,2,2,4,3,5,3,3,2,3,2,5,2,4,4,2,1,4,1,2,1,1,3,4,2,3,2,4,3,1,5,3
"Survey1Emerging000148",21,1,5,4,3,4,2,2,5,3,3,3,2,4,4,1,3,3,2,3,2,2,3,1,4,4,3,3,5,2,4,2,4,4,4,1,4,4,3,4,1,2,3,2,4,4,4,2,2,2,4,3,3,4,3,1,5,3,5,3,2,2
"Survey1Emerging000149",25,1,5,5,4,2,4,5,5,2,4,4,1,3,5,1,5,2,2,4,4,4,5,1,1,5,1,3,1,2,2,4,1,5,3,4,4,2,1,5,4,4,5,2,5,2,1,5,2,2,2,3,1,5,5,3,3,5,4,2,3,5
"Survey1Emerging000150",25,1,4,5,2,1,2,2,5,4,4,5,1,2,5,2,4,5,5,5,2,5,4,1,2,2,4,4,5,2,5,2,4,5,4,4,5,4,1,4,2,4,4,2,5,2,1,2,1,4,2,1,4,5,4,2,4,5,5,4,2,2
"Survey1Emerging000151",25,1,4,4,1,2,2,4,4,1,4,5,2,2,4,1,4,4,1,5,4,4,4,2,1,3,1,1,4,2,2,2,4,4,5,4,4,2,1,5,3,5,3,5,4,4,2,3,1,1,1,2,2,5,5,4,2,4,3,2,2,4
"Survey1Emerging000152",25,1,3,3,4,1,4,2,4,1,3,1,3,2,5,5,4,5,4,3,4,2,3,4,5,5,4,4,4,4,3,4,4,4,4,4,4,2,3,5,4,5,1,4,1,4,2,3,3,2,1,4,3,5,1,2,5,2,3,3,3,2
"Survey1Emerging000153",22,1,3,5,1,3,3,3,5,3,3,4,2,3,5,5,2,4,1,5,4,5,1,2,1,2,2,4,5,3,2,3,5,5,5,5,4,4,2,5,3,3,2,4,4,2,2,3,1,1,2,1,5,5,5,4,3,3,4,2,4,2
"Survey1Emerging000154",20,1,2,5,2,2,5,1,5,4,5,5,2,1,4,1,5,5,5,4,1,5,4,1,2,2,2,5,5,3,4,4,5,5,2,4,5,3,1,5,4,2,2,2,5,4,1,1,1,4,2,1,4,5,5,4,2,4,5,3,4,5
"Survey1Emerging000155",25,1,2,5,3,3,4,4,3,4,5,4,3,4,2,3,4,4,1,4,4,3,5,4,3,3,4,5,4,2,2,3,4,4,3,4,3,4,4,3,4,4,1,3,3,2,3,3,2,3,2,1,2,3,4,4,3,2,5,2,4,4
"Survey1Emerging000156",24,1,4,5,4,4,2,2,5,4,4,4,2,2,4,4,2,5,2,4,4,4,4,2,4,2,2,5,5,2,2,2,5,4,2,4,4,2,1,5,4,2,2,1,4,2,1,2,4,2,3,4,4,5,5,4,2,4,5,1,4,2
"Survey1Emerging000157",24,1,4,4,4,4,2,5,4,5,3,4,2,4,5,2,4,4,2,2,2,5,3,2,1,5,5,4,1,2,5,4,4,5,2,2,4,2,4,4,5,4,1,5,5,5,4,4,5,2,4,2,3,4,4,4,2,4,1,4,2,4
"Survey1Emerging000158",25,1,2,2,5,1,4,2,4,5,1,3,3,3,5,2,2,5,4,1,4,3,3,3,1,3,2,4,1,4,2,5,5,3,1,4,2,2,5,5,1,2,2,5,5,4,2,1,5,4,1,2,4,3,3,1,2,2,1,1,3,2
"Survey1Emerging000159",19,1,3,4,4,2,4,2,4,4,2,2,2,3,4,4,4,4,2,3,4,5,2,4,4,2,5,4,2,4,3,4,5,4,2,4,4,4,3,4,5,2,2,4,4,2,4,2,4,4,1,3,4,4,4,5,4,3,2,4,4,2
"Survey1Emerging000160",19,1,2,3,4,3,4,2,5,2,2,3,2,3,4,2,3,4,2,4,4,4,4,2,4,3,3,2,4,2,3,2,5,3,3,5,4,4,4,4,3,3,3,4,4,2,2,3,2,2,1,3,3,4,5,3,3,4,3,2,4,2
"Survey1Emerging000161",24,1,5,5,1,4,4,2,5,3,5,4,2,3,5,3,5,1,1,4,4,4,4,2,3,5,1,2,5,3,4,1,4,5,4,2,4,4,2,5,1,4,5,1,5,5,1,4,1,1,4,2,3,5,4,3,1,5,5,2,1,5
"Survey1Emerging000162",23,1,3,4,2,2,4,3,4,3,3,3,3,2,3,3,3,5,3,4,3,3,1,2,3,3,3,4,4,2,3,3,4,3,3,4,3,3,1,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3
"Survey1Emerging000163",23,1,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,1,5,5,5,5,5,4,5,2,3,5,4,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,1,1,3,2,5,5,5,5,5,5,5,4,5,5
"Survey1Emerging000164",20,1,2,4,3,1,3,3,4,5,2,4,4,5,2,5,2,4,4,4,3,1,1,4,5,2,5,5,2,4,2,5,4,3,1,5,3,4,4,2,5,4,1,5,2,1,5,4,4,3,1,4,5,4,2,5,3,3,2,4,5,1
"Survey1Emerging000165",20,1,3,5,4,4,3,1,5,4,5,4,2,1,4,2,3,4,5,3,3,3,3,2,4,5,2,2,5,2,4,2,5,5,5,3,4,3,1,4,1,4,4,2,4,2,2,3,1,1,4,2,4,5,3,1,5,5,5,2,3,4
"Survey1Emerging000166",24,1,1,5,1,3,1,4,3,1,5,5,5,3,5,5,4,1,4,5,5,5,5,5,5,5,5,1,5,5,3,5,2,5,5,5,1,1,3,5,1,5,5,5,5,3,5,5,1,1,3,1,1,3,2,2,4,5,5,1,1,5
"Survey1Emerging000167",21,1,5,3,1,3,3,3,5,3,3,4,3,2,3,4,4,1,1,4,4,4,3,1,2,5,3,1,3,1,3,1,4,4,5,4,4,3,3,5,3,4,5,5,3,3,1,5,1,1,2,4,3,5,5,3,3,3,3,1,4,3
"Survey1Emerging000168",24,1,3,1,4,4,1,5,5,5,3,5,3,4,4,4,4,5,4,4,4,4,5,4,3,3,1,4,4,4,2,3,5,3,4,5,5,2,4,5,5,4,3,4,4,5,1,4,5,3,1,1,4,5,5,5,2,3,3,4,4,3
"Survey1Emerging000169",21,-1,5,5,2,5,2,5,5,1,4,5,4,5,4,4,5,4,5,5,5,3,5,1,3,3,2,3,5,2,5,5,5,5,4,5,5,5,2,5,2,4,4,4,5,5,2,5,2,1,5,5,2,5,5,5,2,5,5,1,5,5
"Survey1Emerging000170",23,1,2,4,2,2,4,2,4,4,2,2,2,4,4,4,2,5,4,4,4,2,2,3,5,2,2,4,2,3,2,1,5,2,2,4,3,3,4,4,4,4,2,4,4,1,4,4,4,4,1,4,4,2,3,4,3,2,1,4,4,1
"Survey1Emerging000171",19,1,5,2,1,1,1,1,4,1,4,5,4,1,5,5,5,4,4,5,1,5,5,1,1,5,5,1,1,5,1,1,1,1,5,1,5,1,5,5,1,5,4,4,5,1,1,5,4,1,1,5,1,4,5,1,1,1,1,1,1,1
"Survey1Emerging000172",24,1,2,4,4,2,5,4,5,1,4,5,1,3,5,4,4,5,5,5,2,5,5,1,4,2,4,1,4,4,2,1,5,5,5,5,5,1,4,5,5,5,4,5,5,4,1,2,2,1,1,2,4,5,5,4,4,4,4,4,5,5
"Survey1Emerging000173",23,1,1,4,4,3,2,3,4,4,4,4,4,4,4,3,3,5,3,3,4,4,2,2,3,4,2,4,3,3,3,2,5,3,3,5,4,3,3,4,3,5,3,4,4,3,2,2,3,2,1,2,4,4,4,4,1,2,3,1,3,4
"Survey1Emerging000174",24,1,2,4,1,4,2,3,3,3,4,5,3,3,5,2,4,5,5,4,4,4,3,1,1,3,3,3,3,3,4,4,5,4,4,4,4,5,3,4,4,4,3,3,5,4,3,2,1,1,3,3,3,3,3,4,3,2,3,4,2,2
"Survey1Emerging000175",19,1,1,5,4,3,3,2,4,3,4,3,2,3,4,4,3,5,1,4,4,4,2,3,4,2,5,4,4,2,4,2,5,5,3,4,4,3,3,3,4,4,2,4,4,3,3,2,3,3,2,4,5,5,4,3,3,2,4,3,4,4
"Survey1Emerging000176",23,1,4,5,2,4,1,4,5,2,5,5,2,4,5,5,5,4,2,5,5,5,4,1,2,1,1,4,5,1,4,1,4,5,5,5,5,2,2,5,4,5,3,5,5,4,2,4,2,1,1,1,2,5,5,4,1,5,3,2,3,5
"Survey1Emerging000177",25,1,3,3,2,4,3,3,3,2,3,3,4,3,2,4,4,4,4,3,4,3,3,3,3,2,3,2,4,2,2,2,4,3,4,2,2,3,2,4,2,2,3,3,2,3,3,3,3,3,2,4,4,3,3,3,2,4,1,3,2,3
"Survey1Emerging000178",24,1,2,5,1,4,4,2,5,3,2,3,2,2,5,1,3,4,2,4,2,3,2,1,2,5,2,1,4,1,4,3,4,4,5,4,3,3,2,5,2,2,3,2,5,4,2,3,2,1,2,4,4,5,4,1,2,3,4,1,2,3
"Survey1Emerging000179",25,1,3,5,1,1,4,3,5,2,4,5,1,2,5,5,4,4,1,3,4,5,5,4,1,4,3,3,5,1,4,3,3,5,5,3,4,2,3,5,3,5,3,3,4,3,1,2,4,1,1,5,2,5,5,3,4,4,4,1,3,5
"Survey1Emerging000180",23,1,5,4,1,5,4,4,5,1,4,5,2,3,5,3,4,4,5,5,3,5,5,1,2,5,3,1,5,2,5,1,4,5,5,3,4,1,2,5,2,4,5,3,5,5,2,5,3,1,2,1,2,4,5,1,3,4,2,3,2,4
"Survey1Emerging000181",20,-1,1,5,1,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,5,5,5,1,5,1,1,2,1,5,1,5,5,1,1,5,5,5,5,5,4,5,5,5,5,5,1,4,5,5,5,5,5,1,5,5,5,5
"Survey1Emerging000182",25,-1,4,4,2,2,1,4,5,2,3,5,2,3,4,2,4,4,1,4,5,5,3,1,3,1,1,1,2,3,5,5,5,5,4,2,4,1,1,4,4,4,5,4,5,5,2,2,1,1,4,2,2,5,5,4,5,4,4,3,1,5
"Survey1Emerging000183",23,1,2,5,4,2,1,2,5,3,4,5,2,3,4,3,4,5,5,3,3,5,3,1,5,5,4,4,5,3,3,1,4,5,3,4,5,4,1,3,3,3,3,4,4,4,2,2,1,3,1,2,5,4,4,3,2,4,4,2,3,4
"Survey1Emerging000184",22,1,3,5,5,5,2,2,5,3,4,4,3,4,3,2,5,3,3,3,2,3,5,3,3,2,4,5,3,2,3,5,3,4,4,4,3,4,4,4,4,3,3,3,2,2,4,4,4,4,5,2,4,4,3,4,4,2,3,5,4,3
"Survey1Emerging000185",23,-1,1,5,1,3,2,3,5,2,3,4,2,3,5,3,4,5,1,5,4,4,2,2,1,4,3,2,4,2,4,2,5,3,4,4,4,2,2,5,4,5,1,4,5,4,2,2,2,1,2,1,3,4,5,3,5,3,3,2,2,4
"Survey1Emerging000186",23,1,4,5,2,2,3,3,4,2,4,4,2,5,2,3,3,2,1,5,4,3,3,3,3,2,2,2,5,4,3,4,4,4,4,5,4,3,4,5,3,5,3,4,4,2,2,3,2,2,2,3,3,4,3,3,2,3,3,3,3,2
"Survey1Emerging000187",25,1,2,5,1,5,3,3,5,1,5,5,4,1,4,1,5,5,1,5,1,5,3,1,1,5,1,1,4,2,5,1,4,5,5,1,5,2,1,5,1,1,4,2,5,5,1,2,1,1,1,2,2,5,3,1,2,5,1,1,1,5
"Survey1Emerging000188",19,1,2,4,3,1,2,2,5,4,2,5,2,2,4,4,4,2,1,3,4,4,4,2,3,1,2,4,3,2,1,1,4,4,1,5,4,2,3,4,4,5,3,4,4,1,2,4,2,2,1,1,2,4,2,5,4,3,2,4,5,5
"Survey1Emerging000189",22,-1,4,3,3,5,4,3,5,2,5,5,4,2,4,1,5,5,4,4,2,3,3,4,3,4,2,3,4,3,5,1,4,3,4,4,3,3,1,4,1,3,4,4,4,5,2,4,4,1,3,3,1,5,4,1,4,4,5,1,2,4
"Survey1Emerging000190",20,1,1,3,2,3,4,4,4,4,3,4,1,4,4,3,3,3,3,3,4,3,4,3,4,4,2,4,4,3,3,5,3,3,4,3,3,3,3,5,3,4,2,4,5,3,1,2,3,2,1,3,4,1,2,4,2,2,3,2,4,3
"Survey1Emerging000191",24,1,2,4,2,2,4,3,3,2,3,3,2,2,4,2,4,4,3,4,4,2,3,2,2,3,5,3,2,3,3,5,4,3,3,4,4,2,4,3,2,3,2,4,3,4,2,2,4,3,2,3,3,3,3,2,3,3,2,2,2,3
"Survey1Emerging000192",23,1,1,5,1,3,5,3,4,4,3,5,2,3,3,5,3,4,1,3,3,4,1,2,4,1,1,1,4,4,2,3,5,5,3,4,5,1,3,5,4,5,3,4,3,2,1,3,3,1,1,1,4,4,4,5,3,3,5,3,4,4
"Survey1Emerging000193",23,1,2,5,2,2,4,1,4,4,3,4,1,3,4,4,3,4,2,5,5,2,1,4,2,2,3,4,4,2,3,4,5,2,4,5,3,5,4,4,3,3,2,4,5,1,4,3,4,2,1,2,5,4,4,4,2,4,3,4,5,3
"Survey1Emerging000194",25,1,5,5,3,5,5,5,5,1,5,5,4,5,5,3,5,5,5,5,5,5,2,1,1,5,1,4,5,2,3,3,4,5,3,5,5,5,1,5,1,5,5,3,5,3,3,3,1,3,1,1,5,5,5,4,5,5,5,1,5,3
"Survey1Emerging000195",18,1,1,3,4,1,2,3,3,5,1,4,2,4,3,5,2,4,3,5,5,3,1,1,5,1,4,2,4,4,2,4,4,2,3,5,4,3,4,2,4,2,1,5,3,2,3,5,4,4,1,4,4,3,4,4,2,2,1,4,5,2
"Survey1Emerging000196",25,1,5,5,1,3,1,5,5,1,4,5,3,4,5,4,5,5,5,5,5,5,5,3,3,5,3,1,3,3,4,5,4,5,5,4,5,3,3,5,5,5,5,5,4,3,2,5,3,1,3,3,3,5,5,3,1,5,3,1,3,5
"Survey1Emerging000197",24,1,4,5,5,4,3,5,5,4,1,5,1,3,5,5,5,4,3,4,5,5,3,1,4,5,1,3,5,5,3,5,5,4,4,5,5,1,4,5,1,5,5,5,5,2,1,4,4,1,3,2,4,5,5,1,1,5,4,1,5,5
"Survey1Emerging000198",19,1,4,5,2,1,4,4,5,2,2,1,4,4,5,4,2,4,4,4,4,4,4,4,1,4,1,4,5,2,2,4,4,5,4,5,4,2,4,5,5,5,1,5,5,2,4,1,2,2,1,4,2,5,5,5,4,2,1,1,4,4
