"","Sociab.1","Compass.1","Organiz.1","Anxiety.1","Aesth.1","Assert.1","Respect.1","Product.1","Depres.1","Curious.1","Energy.1","Trust.1","Respons.1","Volat.1","Creativ.1","Sociab.2","Compass.2","Organiz.2","Anxiety.2","Aesth.2","Assert.2","Respect.2","Product.2","Depres.2","Curious.2","Energy.2","Trust.2","Respons.2","Volat.2","Creativ.2","Sociab.3","Compass.3","Organiz.3","Anxiety.3","Aesth.3","Assert.3","Respect.3","Product.3","Depres.3","Curious.3","Energy.3","Trust.3","Respons.3","Volat.3","Creativ.3","Sociab.4","Compass.4","Organiz.4","Anxiety.4","Aesth.4","Assert.4","Respect.4","Product.4","Depres.4","Curious.4","Energy.4","Trust.4","Respons.4","Volat.4","Creativ.4"
"108",5,5,2,1,4,4,5,2,1,5,5,2,4,4,4,2,5,5,4,4,4,5,5,1,4,2,5,2,2,4,1,5,5,5,5,4,5,5,5,5,5,2,5,1,5,3,4,4,5,4,1,5,5,4,2,4,5,2,4,5
"109",3,4,2,2,2,3,4,5,2,4,2,5,4,2,4,3,2,4,2,3,4,5,5,2,4,3,4,4,2,2,3,4,4,2,3,4,5,4,1,2,4,5,4,2,4,5,4,4,3,4,4,4,4,2,4,4,5,5,2,4
"110",4,5,4,2,2,2,5,4,1,5,2,4,4,4,5,2,5,5,2,2,4,5,4,2,5,4,5,5,4,5,4,5,4,4,4,2,5,4,4,5,4,2,4,2,4,5,5,5,2,2,4,5,4,4,4,4,5,5,4,4
"111",3,4,4,3,4,3,4,4,2,4,3,3,4,2,4,3,4,4,4,4,3,3,4,3,3,3,2,4,3,4,3,4,4,5,4,3,4,4,4,4,3,2,4,2,4,3,4,4,3,3,4,4,3,4,3,4,2,4,3,4
"112",4,4,3,2,2,4,4,2,2,4,2,3,4,5,4,2,5,4,4,2,2,3,4,2,3,2,4,4,4,2,2,5,5,4,4,2,4,4,4,4,2,2,5,3,2,4,5,5,5,1,2,4,4,4,2,4,5,4,4,2
"113",3,5,4,2,5,2,5,2,2,5,4,3,4,4,3,1,5,5,4,5,3,4,4,2,5,2,5,4,3,5,1,4,4,5,4,3,4,4,4,4,4,2,5,2,5,3,3,5,4,4,3,4,4,3,4,4,4,4,2,3
"114",2,3,5,3,5,3,5,3,2,4,2,3,4,2,3,2,4,4,3,5,2,5,4,4,4,2,4,4,2,4,1,3,4,4,4,3,3,4,2,4,3,2,4,2,4,2,4,5,3,3,4,4,4,2,5,3,2,2,2,4
"115",2,5,4,4,4,2,4,2,4,5,2,4,4,4,4,2,1,5,4,5,4,5,4,4,4,2,4,2,4,4,1,4,5,5,5,2,2,2,5,5,2,2,4,2,4,4,2,4,5,4,2,5,4,5,4,4,2,2,4,5
"116",4,5,3,5,2,2,5,1,3,3,3,2,4,5,3,5,5,4,4,3,2,2,1,5,2,1,3,3,4,2,2,5,3,5,2,2,2,4,5,3,4,2,5,4,5,5,5,2,3,5,3,5,3,5,3,3,3,1,4,3
"117",5,4,2,4,2,3,5,2,4,4,5,3,4,4,3,3,5,4,4,3,2,5,2,4,2,4,4,1,2,4,3,4,3,5,3,3,2,3,2,3,4,2,3,4,5,4,5,2,5,2,1,4,3,4,3,5,2,1,4,3
"118",4,5,2,1,4,5,5,5,2,4,5,4,5,5,5,5,5,2,4,4,5,2,2,1,5,5,5,2,2,2,3,5,1,1,4,5,5,5,2,4,5,2,4,2,5,5,4,2,1,5,2,5,5,2,3,5,2,2,2,1
"119",4,5,5,1,5,5,5,4,2,5,5,2,5,5,4,2,5,4,4,5,4,5,4,2,5,2,5,2,3,4,2,5,5,5,5,5,2,5,4,5,2,1,5,4,4,3,2,5,1,5,4,5,5,5,5,4,4,2,5,4
"120",5,5,5,3,5,4,5,5,2,5,5,4,5,2,4,4,5,5,3,5,4,4,5,1,5,4,4,5,1,5,4,5,5,2,5,3,5,5,1,4,4,4,5,2,5,5,5,5,3,5,4,5,5,1,5,5,5,5,2,4
"121",4,5,5,3,4,4,5,5,2,5,5,2,5,4,5,4,4,5,4,4,4,4,5,2,5,4,4,5,4,4,2,5,5,4,4,4,2,5,3,5,4,2,5,2,5,4,5,5,4,4,5,5,5,2,4,4,2,5,4,5
"122",3,2,3,3,3,2,2,3,4,3,4,4,2,2,3,4,4,2,2,3,2,5,3,4,4,4,2,4,4,5,4,2,1,2,2,4,5,1,1,2,2,3,1,5,3,3,3,4,4,4,4,2,2,2,3,3,2,4,3,1
"123",4,4,3,3,5,4,4,4,2,4,4,4,4,2,4,2,5,4,4,3,3,2,2,2,2,3,5,2,2,2,2,4,4,5,1,3,4,4,2,5,3,2,4,2,4,4,3,4,4,1,2,5,5,2,2,4,4,2,4,2
"124",5,5,5,2,5,3,5,5,1,5,5,5,5,1,5,3,5,4,1,5,3,4,5,1,5,4,5,5,2,5,3,5,5,2,5,3,4,5,1,4,5,5,5,3,4,4,5,5,4,5,3,5,5,1,4,5,5,5,1,5
"125",5,5,1,5,3,5,5,5,2,4,4,4,5,5,1,3,1,5,4,5,5,4,5,3,3,2,5,3,5,2,2,5,5,5,5,2,5,5,5,5,5,1,5,4,1,2,4,5,5,5,3,5,5,5,4,5,5,4,5,4
"126",2,5,4,4,5,2,5,3,4,2,4,4,4,4,2,2,2,4,2,3,1,4,3,4,4,4,5,4,2,4,1,3,4,4,3,4,3,5,2,1,3,4,4,2,5,3,5,4,3,5,2,4,4,1,3,3,5,3,5,2
"127",2,5,2,1,3,1,4,4,2,4,2,4,5,3,4,1,1,5,3,4,1,5,2,4,3,1,5,3,3,5,1,5,4,4,4,2,4,4,3,5,3,3,5,2,5,2,4,4,5,2,1,5,5,3,4,2,3,4,4,4
"128",3,4,4,5,4,2,5,2,1,4,5,5,4,4,4,2,5,4,4,5,2,4,4,3,4,2,5,3,4,5,1,5,4,4,5,3,3,4,5,4,3,3,5,3,5,3,5,4,4,5,2,5,3,4,5,3,4,4,5,3
"129",3,5,5,5,4,3,5,2,4,5,4,2,4,5,5,3,5,4,4,4,2,3,3,2,4,2,4,2,4,5,1,4,2,5,3,3,2,4,4,5,3,2,4,4,1,4,3,4,4,2,4,5,5,3,3,4,4,4,4,5
"130",2,5,2,4,2,1,5,2,1,5,5,5,4,4,4,1,1,4,2,5,1,4,2,2,1,1,4,5,2,5,1,5,4,4,5,2,2,4,2,2,2,2,4,4,5,4,5,2,2,5,2,5,4,1,5,4,5,5,2,2
"131",5,5,1,1,1,5,5,1,3,5,1,1,5,5,5,1,1,5,5,5,5,2,1,1,5,3,5,1,3,1,5,3,5,5,5,1,3,5,5,5,5,3,5,3,1,5,1,1,1,1,1,5,5,5,1,5,5,1,5,5
"132",4,4,2,2,3,3,4,3,4,4,4,2,3,4,4,4,2,4,4,2,2,4,2,2,2,3,5,3,3,4,3,4,4,4,4,2,4,3,4,4,4,2,3,1,3,4,4,4,4,4,2,4,4,4,4,3,4,4,2,2
"133",4,5,4,1,3,3,5,2,2,5,2,3,5,5,4,2,1,5,5,3,4,4,3,2,4,4,5,3,4,2,1,4,5,5,2,3,3,4,4,4,4,1,5,4,2,3,1,4,4,2,2,5,4,3,3,5,5,4,5,4
"134",4,4,4,4,4,2,4,3,4,4,4,2,4,4,4,2,4,4,4,3,2,3,4,3,3,4,4,3,3,4,2,2,2,4,4,4,2,4,4,3,2,2,3,4,4,3,3,4,2,4,2,4,4,4,3,3,3,2,5,3
"135",4,4,4,3,5,3,4,2,4,5,3,1,4,4,5,3,3,3,4,5,4,2,2,3,5,2,4,2,3,5,2,3,4,4,5,3,2,4,4,5,4,3,4,2,5,5,2,4,3,4,3,4,3,4,5,3,4,2,4,3
"136",3,4,5,4,3,3,5,2,5,3,5,3,3,4,3,2,5,5,4,5,2,3,2,5,2,3,5,3,5,3,1,3,4,5,4,3,5,2,5,5,3,2,3,4,4,4,5,4,5,4,3,5,2,4,3,5,5,2,5,2
"137",4,5,4,2,2,4,5,5,1,4,4,2,5,3,4,1,5,5,4,5,4,2,2,1,2,2,5,2,1,2,2,4,4,4,4,4,2,5,1,4,4,2,5,1,4,4,5,5,2,5,2,5,5,1,5,5,4,5,4,3
"138",1,5,1,5,2,1,5,3,4,5,5,1,5,5,1,2,5,3,3,4,1,4,1,2,2,1,4,2,3,3,1,5,1,4,3,4,3,4,4,4,4,2,5,4,5,4,5,4,4,5,1,5,2,4,4,4,3,4,4,1
"139",4,5,5,2,4,4,5,5,2,5,4,4,4,4,4,1,2,5,4,5,2,4,4,4,5,3,4,4,4,2,1,5,5,4,5,2,4,5,4,4,4,1,5,4,4,4,5,4,4,4,4,5,5,4,4,4,2,5,4,4
"140",4,4,4,3,2,4,5,2,2,3,2,3,4,3,3,2,4,5,4,4,4,3,2,2,2,2,4,2,3,2,2,3,5,4,4,3,3,5,3,4,3,2,5,1,3,5,2,5,3,3,4,5,5,3,2,4,4,3,4,4
"141",5,3,2,2,2,4,5,4,3,5,5,4,3,4,3,4,5,3,1,4,3,3,2,4,4,2,4,4,4,4,4,4,2,4,4,4,4,3,2,3,4,4,3,3,5,4,4,3,3,5,4,3,3,2,3,3,4,1,2,4
"142",2,4,4,3,4,4,4,4,2,4,4,1,4,4,3,2,2,4,5,3,4,3,4,2,4,4,4,3,3,3,2,2,3,3,4,4,3,4,2,4,3,1,4,3,4,2,3,4,4,3,4,4,3,2,3,3,3,4,4,4
"143",3,4,2,3,3,4,4,4,3,4,2,3,2,3,3,2,4,3,4,4,3,3,4,4,4,4,3,4,2,2,2,4,3,4,4,3,3,4,3,4,3,2,5,2,3,3,3,4,4,1,4,4,4,3,4,3,4,3,2,2
"144",4,4,4,4,4,4,4,2,3,5,4,2,4,4,4,2,2,4,4,4,3,3,2,4,2,3,4,2,5,4,1,4,4,4,4,4,2,4,3,5,4,2,4,4,3,5,2,4,4,1,3,4,2,3,2,4,3,2,4,4
"145",4,5,2,2,2,2,5,4,1,4,5,4,4,4,2,1,1,2,3,5,2,4,2,1,4,4,5,2,2,2,1,4,1,3,2,5,2,4,2,2,5,2,5,2,2,5,5,2,5,1,2,4,4,2,1,5,5,3,4,2
"146",4,5,1,2,2,5,5,3,2,4,5,3,5,4,4,2,1,5,3,5,1,5,1,1,4,2,5,4,1,5,1,5,5,4,5,4,2,5,3,5,3,2,5,2,5,4,5,5,2,4,1,5,3,3,5,5,5,5,3,4
"147",4,5,2,5,3,4,4,3,5,5,4,3,3,4,4,4,5,4,4,4,3,3,1,3,5,3,1,5,4,4,4,4,3,5,3,3,4,3,2,5,2,2,4,4,5,4,5,4,5,5,3,4,2,3,4,4,3,5,5,3
"148",5,4,3,2,4,2,5,3,3,3,4,2,4,1,3,3,4,3,2,2,3,5,2,2,3,3,5,4,2,4,2,4,4,1,4,2,3,4,1,2,3,4,4,2,2,2,4,4,2,3,3,4,3,1,1,3,5,3,2,2
"149",5,5,2,4,2,5,5,4,2,4,5,3,5,1,5,4,4,4,4,4,5,5,5,1,5,3,1,4,4,2,5,5,3,4,4,4,5,5,4,4,5,4,5,4,5,5,4,4,4,3,5,5,5,3,3,5,4,4,3,5
"150",4,5,4,5,4,2,5,2,2,5,5,4,5,2,4,1,1,5,2,5,4,5,4,4,2,2,5,4,1,4,2,5,4,4,5,2,5,4,2,4,4,4,5,4,5,2,5,2,4,5,2,5,4,2,2,5,5,2,2,2
"151",4,4,5,4,4,4,4,5,2,5,4,4,4,1,4,2,5,5,4,4,4,4,5,3,5,5,4,4,4,4,2,4,5,4,4,4,5,5,3,5,3,1,4,2,4,3,5,5,5,4,4,5,5,4,4,4,3,4,2,4
"152",3,3,2,5,2,2,4,5,3,1,3,4,5,5,4,1,2,3,4,2,3,2,1,1,2,2,4,2,3,2,2,4,4,4,4,4,3,5,4,5,1,2,1,2,4,3,3,4,5,2,3,5,1,2,1,2,3,3,3,2
"153",3,5,5,3,3,3,5,3,3,4,4,3,5,5,2,2,5,5,4,5,1,4,5,4,4,2,5,3,4,3,1,5,5,5,4,2,4,5,3,3,2,2,4,4,4,3,5,5,4,5,1,5,5,4,3,3,4,4,4,2
"154",2,5,4,4,1,1,5,2,1,5,4,5,4,1,5,1,1,4,1,5,4,5,4,4,4,1,5,3,2,2,1,5,2,4,5,3,5,5,4,2,2,4,5,2,5,1,5,2,4,5,2,5,5,4,4,4,5,3,4,5
"155",2,5,3,3,2,4,3,2,1,4,3,2,2,3,4,2,5,4,4,3,5,2,3,3,2,1,4,4,4,3,2,4,3,4,3,2,2,3,4,4,1,3,3,4,3,3,4,3,4,5,4,3,4,4,3,2,5,4,4,4
"156",4,5,2,2,4,2,5,2,2,4,4,4,4,4,2,1,4,4,4,4,4,4,2,4,4,1,5,4,4,4,1,4,2,4,4,4,5,5,4,2,2,5,4,4,5,2,2,4,3,2,2,5,5,4,4,4,5,5,4,2
"157",4,4,2,2,4,5,4,1,3,4,4,2,5,2,4,2,4,2,2,5,3,4,5,1,1,2,1,4,1,2,2,5,2,2,4,4,2,4,5,4,1,1,5,1,2,4,1,4,2,4,3,4,4,4,4,4,1,2,2,4
"158",2,2,1,5,2,2,4,1,5,3,3,3,5,2,2,1,2,1,4,3,3,3,5,3,4,2,1,2,4,1,1,3,1,4,2,4,1,5,1,2,2,1,5,2,4,1,1,2,5,4,2,3,3,1,4,2,1,5,3,2
"159",3,4,2,4,2,2,4,2,4,2,4,3,4,4,4,2,4,3,4,5,2,2,2,4,1,2,2,2,3,2,1,4,2,4,4,2,3,4,5,2,2,2,4,4,2,2,2,2,5,3,2,4,4,5,2,3,2,2,4,2
"160",2,3,2,3,2,2,5,4,4,3,4,3,4,2,3,2,4,4,4,4,4,4,2,3,3,4,4,4,3,4,1,3,3,5,4,2,2,4,3,3,3,2,4,4,4,3,4,4,5,3,3,4,5,3,3,4,3,4,4,2
"161",5,5,5,2,2,2,5,3,1,4,4,3,5,3,5,5,5,4,4,4,4,4,3,1,5,4,5,3,2,5,2,5,4,2,4,2,4,5,1,4,5,5,5,1,5,4,5,5,2,4,3,5,4,3,5,5,5,4,1,5
"162",3,4,4,4,2,3,4,3,3,3,3,4,3,3,3,1,3,4,3,3,1,4,3,3,3,2,4,4,3,3,2,3,3,4,3,3,5,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3
"163",5,5,2,1,1,5,5,2,1,5,1,1,5,5,5,2,5,5,5,5,5,1,2,1,4,3,5,2,2,1,2,5,5,5,5,2,2,5,5,5,5,1,5,1,1,5,5,5,3,4,1,5,5,5,1,5,5,2,5,5
"164",2,4,3,5,3,3,4,1,4,4,2,1,2,5,2,2,2,4,3,1,1,2,1,4,1,1,2,2,4,1,2,3,1,5,3,2,2,2,5,4,1,1,2,5,1,4,2,3,5,2,1,4,2,5,3,3,2,2,5,1
"165",3,5,2,2,3,1,5,2,1,4,4,5,4,2,3,2,1,3,3,3,3,4,2,1,4,4,5,4,2,4,1,5,5,3,4,3,5,4,1,4,4,4,4,4,4,3,5,5,2,4,2,5,3,1,1,5,5,4,3,4
"166",1,5,5,3,5,4,3,5,1,5,1,3,5,5,4,5,2,5,5,5,5,1,1,1,1,5,5,1,3,1,4,5,5,5,1,5,3,5,1,5,5,1,5,3,1,5,5,5,3,5,5,3,2,2,2,5,5,5,1,5
"167",5,3,5,3,3,3,5,3,3,4,3,4,3,4,4,5,5,4,4,4,3,5,4,1,3,5,3,5,3,5,2,4,5,4,4,3,3,5,3,4,5,1,3,3,5,5,5,5,4,2,3,5,5,3,3,3,3,5,4,3
"168",3,1,2,2,5,5,5,1,3,5,3,2,4,4,4,1,2,4,4,4,5,2,3,3,5,2,4,2,4,3,1,3,4,5,5,4,2,5,5,4,3,2,4,1,5,4,1,3,5,5,2,5,5,5,4,3,3,2,4,3
"169",5,5,4,1,4,5,5,5,2,5,2,1,4,4,5,2,1,5,5,3,5,5,3,3,4,3,5,4,1,1,1,5,4,5,5,1,4,5,2,4,4,2,5,1,4,5,4,5,1,1,4,5,5,5,4,5,5,5,5,5
"170",2,4,4,4,2,2,4,2,4,2,4,2,4,4,2,1,2,4,4,2,2,3,1,4,4,2,2,3,4,5,1,2,2,4,3,3,2,4,4,4,2,2,4,5,2,4,2,2,5,2,2,2,3,4,3,2,1,2,4,1
"171",5,2,5,5,5,1,4,5,2,5,2,5,5,5,5,2,2,5,1,5,5,5,5,1,1,5,1,1,5,5,5,1,5,1,5,5,1,5,1,5,4,2,5,5,5,5,2,5,5,1,5,4,5,1,5,1,1,5,1,1
"172",2,4,2,4,1,4,5,5,2,5,5,3,5,4,4,1,1,5,2,5,5,5,2,4,2,5,4,2,4,5,1,5,5,5,5,5,2,5,5,5,4,1,5,2,5,2,4,5,5,4,2,5,5,4,2,4,4,2,5,5
"173",1,4,2,3,4,3,4,2,2,4,2,2,4,3,3,1,3,3,4,4,2,4,3,2,4,2,3,3,3,4,1,3,3,5,4,3,3,4,3,5,3,2,4,3,4,2,3,4,5,4,2,4,4,4,5,2,3,5,3,4
"174",2,4,5,2,4,3,3,3,2,5,3,3,5,2,4,1,1,4,4,4,3,5,5,3,3,3,3,3,2,2,1,4,4,4,4,1,3,4,4,4,3,3,5,2,3,2,5,5,3,3,3,3,3,4,3,2,3,2,2,2
"175",1,5,2,3,3,2,4,3,2,3,4,3,4,4,3,1,5,4,4,4,2,3,2,4,1,2,4,4,2,4,1,5,3,4,4,3,3,3,4,4,2,2,4,3,3,2,3,3,4,2,1,5,4,3,3,2,4,3,4,4
"176",4,5,4,2,5,4,5,4,1,5,4,2,5,5,5,2,4,5,5,5,4,5,4,5,5,2,5,5,2,5,2,5,5,5,5,4,4,5,4,5,3,1,5,2,4,4,4,5,5,5,4,5,5,4,5,5,3,4,3,5
"177",3,3,4,2,3,3,3,4,3,3,2,3,2,4,4,2,2,3,4,3,3,3,3,4,3,4,4,4,4,4,2,3,4,2,2,3,4,4,2,2,3,3,2,3,3,3,3,3,4,2,2,3,3,3,4,4,1,3,2,3
"178",2,5,5,2,2,2,5,3,4,3,4,4,5,1,3,2,4,4,2,3,2,5,4,1,4,5,4,5,2,3,2,4,5,4,3,3,4,5,2,2,3,4,5,2,4,3,4,5,4,2,2,5,4,1,4,3,4,5,2,3
"179",3,5,5,5,2,3,5,4,2,5,5,4,5,5,4,2,5,3,4,5,5,2,5,2,3,3,5,5,2,3,3,5,5,3,4,4,3,5,3,5,3,3,4,3,5,2,2,5,5,1,4,5,5,3,2,4,4,5,3,5
"180",5,4,5,1,2,4,5,5,2,5,4,3,5,3,4,2,1,5,3,5,5,5,4,1,3,5,5,4,1,5,2,5,5,3,4,5,4,5,2,4,5,3,5,1,4,5,3,5,4,5,4,4,5,1,3,4,2,3,2,4
"181",1,5,5,1,5,4,5,1,1,5,1,1,5,5,5,1,1,5,1,5,1,5,1,1,1,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,1,4,1,1,5,1,1,5,2,1,5,5,5,1,1,5,1,5,5
"182",4,4,4,4,5,4,5,4,3,5,4,3,4,2,4,2,5,4,5,5,3,5,3,5,5,5,2,3,1,1,1,5,4,2,4,5,5,4,4,4,5,2,5,1,4,2,5,5,2,4,4,5,5,4,1,4,4,3,1,5
"183",2,5,2,4,5,2,5,3,2,5,4,3,4,3,4,1,1,3,3,5,3,5,1,1,2,2,5,3,3,5,2,5,3,4,5,2,5,3,3,3,3,2,4,2,4,2,5,3,5,4,1,4,4,3,4,4,4,4,3,4
"184",3,5,1,1,4,2,5,3,2,4,3,2,3,2,5,3,3,3,2,3,5,3,3,4,2,1,3,4,3,1,3,4,4,4,3,2,2,4,4,3,3,3,2,4,2,4,2,2,1,4,2,4,3,4,2,2,3,1,4,3
"185",1,5,5,3,4,3,5,4,3,4,4,3,5,3,4,1,5,5,4,4,2,4,5,2,3,4,4,4,2,4,1,3,4,4,4,4,4,5,4,5,1,2,5,2,4,2,4,5,4,5,3,4,5,3,1,3,3,4,2,4
"186",4,5,4,4,3,3,4,4,2,4,4,1,2,3,3,4,5,5,4,3,3,3,3,4,4,4,5,2,3,2,2,4,4,5,4,3,2,5,3,5,3,2,4,4,4,3,4,4,4,3,3,4,3,3,4,3,3,3,3,2
"187",2,5,5,1,3,3,5,5,1,5,2,5,4,1,5,1,5,5,1,5,3,5,5,1,5,5,4,4,1,5,2,5,5,1,5,4,5,5,1,1,4,4,5,1,5,2,5,5,5,4,4,5,3,1,4,5,1,5,1,5
"188",2,4,3,5,4,2,5,2,4,5,4,4,4,4,4,4,5,3,4,4,4,4,3,5,4,2,3,4,5,5,2,4,1,5,4,4,3,4,4,5,3,2,4,5,4,4,4,4,5,5,4,4,2,5,2,3,2,2,5,5
"189",4,3,3,1,2,3,5,4,1,5,2,4,4,1,5,1,2,4,2,3,3,2,3,2,4,3,4,3,1,5,2,3,4,4,3,3,5,4,1,3,4,2,4,1,4,4,2,5,3,3,5,5,4,1,2,4,5,5,2,4
"190",1,3,4,3,2,4,4,2,3,4,5,2,4,3,3,3,3,3,4,3,4,3,2,2,4,2,4,3,3,1,3,3,4,3,3,3,3,5,3,4,2,2,5,3,5,2,3,4,5,3,2,1,2,4,4,2,3,4,4,3
"191",2,4,4,4,2,3,3,4,3,3,4,4,4,2,4,2,3,4,4,2,3,4,4,3,1,3,2,3,3,1,2,3,3,4,4,4,2,3,2,3,2,2,3,2,4,2,2,3,4,3,3,3,3,2,3,3,2,4,2,3
"192",1,5,5,3,1,3,4,2,3,5,4,3,3,5,3,2,5,3,3,4,1,4,2,5,5,5,4,2,4,3,1,5,3,4,5,5,3,5,4,5,3,2,3,4,5,3,3,5,5,5,2,4,4,5,3,3,5,3,4,4
"193",2,5,4,4,2,1,4,2,3,4,5,3,4,4,3,2,4,5,5,2,1,2,4,4,3,2,4,4,3,2,1,2,4,5,3,1,2,4,3,3,2,2,5,5,2,3,2,4,5,4,1,4,4,4,4,4,3,2,5,3
"194",5,5,3,1,1,5,5,5,1,5,2,1,5,3,5,1,1,5,5,5,2,5,5,1,5,2,5,4,3,3,2,5,3,5,5,1,5,5,1,5,5,3,5,3,3,3,5,3,5,5,1,5,5,4,1,5,5,5,5,3
"195",1,3,2,5,4,3,3,1,5,4,4,2,3,5,2,2,3,5,5,3,1,5,1,5,2,4,4,2,4,2,2,2,3,5,4,3,2,2,4,2,1,1,3,4,3,5,2,2,5,2,2,3,4,4,4,2,1,2,5,2
"196",5,5,5,3,5,5,5,5,2,5,3,2,5,4,5,1,1,5,5,5,5,3,3,1,3,5,3,3,2,1,2,5,5,4,5,3,3,5,5,5,5,1,4,3,4,5,3,5,3,3,3,5,5,3,5,5,3,5,3,5
"197",4,5,1,2,3,5,5,2,5,5,5,3,5,5,5,2,3,4,5,5,3,5,2,1,5,3,5,1,3,1,1,4,4,5,5,5,2,5,1,5,5,1,5,4,5,4,2,5,3,4,2,5,5,1,5,5,4,5,5,5
"198",4,5,4,5,2,4,5,4,4,1,2,2,5,4,2,2,2,4,4,4,4,2,5,2,5,2,5,4,4,2,2,5,4,5,4,4,2,5,5,5,1,1,5,4,2,1,4,4,5,2,4,5,5,5,2,2,1,5,4,4
"199",2,5,2,4,3,3,5,2,3,5,4,1,4,5,5,2,1,3,5,4,3,4,4,4,5,4,3,2,3,5,2,4,2,5,5,4,2,4,5,5,1,2,4,2,4,3,1,2,5,2,2,5,4,5,3,4,2,2,4,4
"200",1,4,3,4,4,2,4,2,4,4,3,2,4,4,4,1,3,4,4,4,2,5,3,5,3,3,2,4,4,3,1,4,3,5,4,3,2,3,3,3,1,1,5,4,3,1,3,2,5,4,3,4,3,4,3,2,1,2,4,3
"201",4,5,2,1,2,2,5,4,1,4,4,4,5,2,3,3,5,4,2,4,2,5,5,1,4,5,5,5,1,3,2,5,3,1,4,4,4,4,1,4,4,4,5,1,4,4,5,4,2,3,2,5,5,1,4,3,4,3,1,3
"202",2,4,5,4,4,3,4,2,4,4,2,1,4,5,2,3,2,5,4,5,2,1,1,5,5,2,4,3,4,2,1,3,5,5,5,1,2,4,5,4,2,2,5,4,4,3,2,5,5,5,1,3,5,5,5,2,2,3,5,3
"203",2,5,2,4,3,2,4,2,3,4,3,2,3,3,4,1,2,3,4,4,2,3,3,3,2,2,4,2,4,2,2,4,2,4,4,2,2,3,3,4,3,1,3,4,4,2,2,2,3,3,1,4,2,2,3,3,3,2,5,3
"204",5,5,5,2,3,4,5,4,1,5,4,3,5,1,4,5,4,4,2,3,4,4,4,1,4,4,5,4,1,5,4,5,4,3,4,5,4,4,2,4,5,4,4,2,5,4,5,4,2,4,5,5,4,2,4,5,4,5,3,5
"205",4,5,2,2,4,3,5,2,1,5,2,3,5,4,4,2,1,2,2,5,5,4,2,1,5,3,5,1,2,4,2,4,2,4,5,4,2,5,2,5,4,2,5,1,2,4,3,4,4,3,4,5,4,2,5,5,5,2,3,4
"206",2,5,5,4,4,2,5,1,2,5,4,3,2,5,4,1,5,5,5,4,2,5,2,4,4,1,5,2,5,4,1,5,4,5,4,5,4,4,5,5,2,1,4,4,4,1,4,5,5,3,2,5,4,5,4,4,4,5,5,4
"207",5,5,5,1,1,5,5,5,1,5,5,5,5,1,5,3,2,5,1,5,3,5,5,1,5,5,4,5,3,5,5,5,5,1,5,5,5,5,4,5,5,3,5,2,5,4,5,5,3,5,3,5,5,4,2,5,4,5,1,5
"208",5,5,5,2,5,1,5,4,2,5,5,5,5,2,1,2,1,5,2,1,1,5,4,1,1,5,5,2,1,5,1,5,5,4,1,4,4,5,1,1,5,2,5,1,3,5,2,5,2,4,1,5,5,1,3,4,5,2,1,1
"209",2,5,3,3,3,4,5,2,3,5,3,4,3,4,5,3,4,3,4,4,3,5,2,3,3,2,4,2,2,3,2,4,3,4,4,5,4,5,4,3,2,4,3,2,4,3,3,3,4,4,2,5,3,4,3,3,5,2,2,3
"210",5,5,4,4,5,5,5,4,2,5,4,5,5,4,2,5,5,4,4,3,4,5,4,1,4,3,4,3,2,5,2,4,4,1,4,3,5,5,1,4,3,2,4,1,5,5,4,5,2,4,4,4,4,2,3,3,4,5,2,4
"211",2,2,3,3,1,1,3,3,3,4,3,5,4,4,1,2,5,1,4,1,1,2,1,4,3,4,4,5,2,5,5,3,3,3,4,2,5,4,2,3,4,1,3,3,3,5,3,2,4,2,2,4,3,3,3,2,2,5,4,3
"212",5,5,5,2,3,3,5,4,1,1,4,4,5,1,4,4,1,1,3,5,5,5,5,1,5,5,5,2,2,2,5,1,5,3,3,3,5,5,2,5,5,2,5,1,3,5,5,5,5,3,1,5,5,1,3,5,4,5,1,3
"213",2,4,4,2,1,3,5,5,4,5,4,4,4,2,4,1,2,5,5,5,2,5,4,2,4,4,4,4,2,2,2,4,5,4,5,2,5,5,3,5,3,2,4,1,5,2,2,5,4,5,3,5,5,4,4,4,2,4,2,3
"214",5,4,3,4,4,2,4,4,1,1,3,5,1,2,4,4,3,2,3,4,2,5,3,3,4,4,3,3,1,2,2,2,3,2,3,2,2,2,2,3,4,2,2,3,2,1,3,2,2,3,4,1,4,3,3,4,3,3,4,4
"215",3,3,5,3,2,3,5,2,2,4,3,4,5,1,4,2,4,5,2,3,4,4,5,1,4,2,4,3,2,3,2,4,4,4,4,4,3,4,1,4,3,4,5,2,5,3,4,4,2,4,4,5,5,1,4,3,4,5,1,4
"216",5,5,5,5,1,5,5,5,1,1,1,5,5,5,5,1,1,5,5,1,5,5,5,1,4,1,5,5,1,1,1,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5
"217",3,4,4,2,2,2,5,2,1,4,5,4,4,2,4,2,4,4,3,5,2,5,2,2,4,1,5,2,2,4,2,4,4,4,5,2,5,4,2,3,4,4,5,2,4,4,3,5,4,4,2,5,4,3,4,4,4,2,3,3
